arrival_epoch_ns,src_ip,dst_ip,ip_proto,ip_len,src_port,dst_port,udp_len,rtp_ssrc,rtp_timestamp,rtp_seq,rtp_pt,rtp_marker
1781262514213973866,10.184.36.172,52.113.150.56,17,69,47558,3478,49,0x233F233D,165549743,31700,102,0
1781262514274478419,52.113.150.56,10.184.36.172,17,115,3478,47558,95,0x00005E8A,384715343,6575,102,1
1781262514284043032,52.113.150.56,10.184.36.172,17,324,3478,47558,304,0x00005EBD,406663947,27142,99,1
1781262514284097944,52.113.150.56,10.184.36.172,17,324,3478,47558,304,0x00005EBD,406663947,27143,99,1
1781262514284117499,52.113.150.56,10.184.36.172,17,324,3478,47558,304,0x00005EBD,406663947,27144,99,1
1781262514284120976,52.113.150.56,10.184.36.172,17,324,3478,47558,304,0x00005EBD,406663947,27145,99,1
1781262514284129703,52.113.150.56,10.184.36.172,17,324,3478,47558,304,0x00005EBD,406663947,27146,99,1
1781262514284141476,52.113.150.56,10.184.36.172,17,324,3478,47558,304,0x00005EBD,406663947,27147,99,1
1781262514284150073,52.113.150.56,10.184.36.172,17,324,3478,47558,304,0x00005EBD,406663947,27148,99,1
1781262514284168992,52.113.150.56,10.184.36.172,17,324,3478,47558,304,0x00005EBD,406663947,27149,99,1
1781262514284196365,52.113.150.56,10.184.36.172,17,948,3478,47558,928,0x00005E8B,406985346,21778,107,1
1781262514293293093,52.113.150.56,10.184.36.172,17,69,3478,47558,49,0x00005E8A,384716303,6576,96,0
1781262514320267016,52.113.150.56,10.184.36.172,17,327,3478,47558,307,0x00005E8B,406988519,21779,107,1
1781262514349501448,52.113.150.56,10.184.36.172,17,607,3478,47558,587,0x00005E8B,406991210,21780,107,1
1781262514409453403,52.113.150.56,10.184.36.172,17,1012,3478,47558,992,0x00005E8B,406996511,21781,107,1
1781262514438619789,52.113.150.56,10.184.36.172,17,928,3478,47558,908,0x00005E8B,406999201,21782,107,1
1781262514489297300,52.113.150.56,10.184.36.172,17,260,3478,47558,240,0x00005E8B,407002481,21783,107,1
1781262514509300115,52.113.150.56,10.184.36.172,17,466,3478,47558,446,0x00005E8B,407005617,21784,107,1
